stdntid,gkschid,Z,D,gkclasssize,g1classsize,gender,race,gkfreelunch,age_kentry,gkrepeat,gkspeced,gksurban,gktreadss,gktmathss,gkreadmath,g1treadss,g1tmathss,g1readmath
11967,218562,1,1,13,13,0,1,0,6.813889027,0,0,4,440,468,908,530,526,1056
11970,189396,1,1,17,17,0,1,0,6.741666794,0,0,3,408,412,820,457,488,945
11973,201449,0,0,22,26,0,1,0,6.752777576,0,0,3,425,429,854,521,512,1033
11974,201449,1,1,14,15,1,1,0,6.808333397,0,0,3,460,547,1007,579,676,1255
11976,205488,0,0,24,19,1,1,0,6.808333397,1,0,2,421,484,905,447,502,949
11979,128076,1,1,13,15,1,1,0,6.791666508,0,0,2,451,506,957,571,627,1198
11980,205491,0,0,23,22,0,1,0,6.747222424,1,0,2,416,494,910,536,535,1071
11987,193423,1,1,17,15,1,1,1,6.766666889,0,0,3,400,405,805,433,441,874
11988,215533,0,0,23,23,0,1,0,6.769444466,0,0,3,463,576,1039,558,542,1100
11989,215533,0,0,24,23,1,0,1,6.802777767,1,0,3,419,506,925,519,557,1076
11990,215533,0,0,24,23,0,1,0,6.805555344,0,0,3,439,484,923,530,549,1079
11991,193422,1,1,16,18,1,1,0,6.819444656,0,0,3,416,468,884,490,538,1028
11992,259915,1,1,14,14,1,1,0,6.936110973,0,0,3,437,473,910,490,545,1035
11994,215533,0,0,24,23,1,1,1,6.822222233,1,0,3,NA,NA,NA,477,535,1012
11995,193422,0,0,20,26,1,1,0,6.824999809,0,0,3,458,484,942,503,515,1018
11998,259915,0,0,24,24,1,1,1,6.980555534,0,0,3,430,528,958,548,567,1115
11999,215533,0,0,24,23,0,1,0,5.777777672,0,0,3,463,528,991,548,553,1101
12000,159171,0,0,22,23,1,1,1,6.805555344,1,0,3,445,500,945,485,542,1027
12001,170295,1,0,15,23,1,1,1,6.805555344,1,0,3,416,468,884,428,NA,NA
12002,215533,1,1,17,15,1,1,0,6.805555344,1,1,3,400,423,823,NA,439,NA
12003,159171,0,0,27,23,1,0,1,6.816666603,1,0,3,424,444,868,472,500,972
12005,209510,0,0,24,23,0,1,0,6.75555563,1,0,3,413,439,852,485,495,980
12007,221571,0,0,23,23,1,1,0,6.800000191,0,0,3,437,444,881,501,584,1085
12008,221571,0,0,23,24,0,1,0,6.805555344,0,0,3,410,500,910,503,529,1032
12010,209510,0,0,24,23,0,1,0,6.819444656,0,0,3,411,418,829,497,481,978
12014,228606,1,0,16,22,1,1,0,6.752777576,0,0,3,437,513,950,514,612,1126
12015,228606,0,0,25,21,0,1,0,6.788888931,0,0,3,424,547,971,527,592,1119
12016,231616,0,0,21,21,0,1,1,6.811110973,0,0,3,455,506,961,NA,NA,NA
12023,180344,0,0,24,22,0,1,1,6.769444466,1,0,4,427,459,886,477,495,972
12024,244776,0,0,22,25,1,0,1,6.772222042,0,0,1,408,429,837,431,458,889
12036,130085,1,1,17,17,1,1,0,6.800000191,0,0,2,465,576,1041,558,627,1185
12038,216536,0,0,24,24,1,1,1,6.763888836,1,0,3,410,439,849,512,542,1054
12040,252885,0,0,20,27,0,1,1,6.822222233,0,0,3,391,429,820,487,472,959
12045,257905,0,0,22,22,0,1,1,6.794444561,1,0,4,437,454,891,509,545,1054
12046,253888,0,0,17,20,1,1,0,6.816666603,1,0,3,428,494,922,NA,553,NA
12047,257905,0,0,22,22,0,1,0,7.016666889,0,0,4,522,559,1081,651,627,1278
12048,257905,1,1,12,15,1,1,1,6.75,1,0,4,403,434,837,439,449,888
12050,180344,0,0,25,22,1,1,0,6.672222137,0,0,4,425,484,909,501,562,1063
12051,261927,0,0,24,21,0,1,0,6.794444561,0,0,3,443,489,932,533,490,1023
12055,112038,0,0,19,28,1,1,0,6.891666889,1,0,4,419,463,882,468,520,988
12056,261927,0,0,22,21,1,1,0,6.916666508,0,0,3,472,513,985,629,627,1256
12057,130085,1,1,13,17,1,1,1,6.838889122,1,1,2,391,439,830,428,444,872
12062,161183,0,0,23,23,1,1,1,6.852777958,0,0,3,453,559,1012,564,535,1099
12063,161176,0,0,24,26,1,1,1,6.855555534,0,0,3,402,449,851,462,490,952
12066,168214,0,0,23,23,0,1,0,6.838889122,0,0,3,443,520,963,516,542,1058
12067,123056,0,0,24,25,0,1,0,6.838889122,0,0,3,443,500,943,527,557,1084
12068,168214,0,0,23,25,0,1,0,6.858333111,1,0,3,437,547,984,548,572,1120
12069,168214,0,0,22,23,0,1,0,6.861111164,0,0,3,427,454,881,NA,472,NA
12070,168211,0,0,23,29,1,1,0,6.877777576,0,0,3,434,536,970,NA,553,NA
12072,168211,0,0,24,30,0,1,1,6.886111259,0,0,3,408,494,902,NA,518,NA
12073,168211,0,0,23,29,1,1,1,6.886111259,0,0,3,430,468,898,NA,538,NA
12079,168211,1,1,16,19,0,1,1,6.916666508,0,0,3,450,528,978,NA,NA,NA
12081,261927,0,1,23,17,1,1,0,6.783333302,1,0,3,419,489,908,512,567,1079
12085,169229,0,0,25,21,1,1,0,6.838889122,0,0,2,427,494,921,460,500,960
12087,234628,1,1,16,13,0,1,0,6.927777767,0,0,3,460,576,1036,651,627,1278
12091,130085,1,1,13,17,0,1,0,6.863888741,0,0,2,418,459,877,487,484,971
12092,261927,1,1,16,17,1,1,0,7.033333302,0,0,3,461,602,1063,579,592,1171
12093,262937,1,1,13,16,0,1,0,6.866666794,0,0,2,437,513,950,553,553,1106
12094,169229,0,0,25,20,0,0,1,6.86944437,1,0,2,428,478,906,485,502,987
12097,201449,1,1,15,15,1,1,0,6.875,0,0,3,503,513,1016,564,601,1165
12099,262937,1,1,13,15,1,1,0,6.877777576,0,0,2,467,576,1043,604,653,1257
12107,261927,0,0,24,21,0,1,0,6.894444466,0,0,3,442,547,989,590,572,1162
12108,221574,1,1,13,13,1,0,1,6.894444466,1,0,3,419,454,873,490,520,1010
12114,262937,0,0,22,24,1,1,0,6.902777672,0,0,2,518,520,1038,604,532,1136
12117,259915,0,0,24,24,0,1,0,6.911110878,0,0,3,440,513,953,604,545,1149
12124,257899,0,0,24,22,1,1,1,6.844444275,1,0,3,397,434,831,414,441,855
12125,216536,0,0,23,21,0,1,0,7.086111069,0,0,3,460,559,1019,530,549,1079
12126,208503,1,1,14,13,1,1,0,6.941666603,0,0,3,443,500,943,629,578,1207
12127,259915,0,1,26,14,1,1,0,7.008333206,0,0,3,445,473,918,490,538,1028
12128,259915,0,0,24,24,1,1,1,7.011111259,0,0,3,424,506,930,492,526,1018
12130,189378,0,0,19,23,0,1,0,6.802777767,0,0,3,431,506,937,524,542,1066
12135,189378,1,1,15,15,0,1,1,6.883333206,1,0,3,448,494,942,488,549,1037
12136,191411,0,0,19,22,0,1,1,6.841666698,1,0,3,418,434,852,NA,470,NA
12137,203452,1,1,17,17,1,1,0,6.883333206,0,0,3,448,513,961,604,601,1205
12138,212522,0,1,21,17,1,1,0,6.855555534,0,0,4,428,463,891,604,572,1176
12143,205491,1,1,15,17,1,1,0,6.883333206,1,0,2,NA,NA,NA,441,472,913
12144,218562,0,0,17,24,0,1,0,6.905555725,0,0,4,463,547,1010,553,592,1145
12145,212522,1,1,13,16,0,1,1,6.916666508,1,0,4,424,478,902,462,481,943
12148,205488,1,1,17,14,1,1,0,6.855555534,1,0,2,NA,NA,NA,450,463,913
12149,205491,0,0,22,22,0,1,0,6.872222424,1,0,2,474,536,1010,651,567,1218
12154,208501,0,0,22,24,1,1,1,6.877777576,1,0,3,434,478,912,NA,463,NA
12156,180344,1,1,16,16,1,1,0,6.861111164,0,0,4,447,528,975,590,592,1182
12159,215533,0,0,24,22,1,1,0,6.800000191,1,0,3,421,449,870,501,549,1050
12161,221574,0,0,20,21,1,1,0,6.883333206,1,0,3,425,478,903,509,518,1027
12165,225585,0,0,23,26,0,1,0,6.858333111,1,0,3,410,468,878,NA,502,NA
12167,228606,0,0,24,21,1,1,1,6.849999905,1,0,3,437,463,900,629,592,1221
12168,228606,1,0,16,21,1,1,0,6.855555534,0,0,3,402,449,851,NA,502,NA
12169,228606,0,0,25,21,0,1,0,6.863888741,1,0,3,430,559,989,544,567,1111
12170,228606,1,0,16,22,1,1,0,6.88055563,0,1,3,468,602,1070,651,584,1235
12171,228606,0,0,24,22,0,1,0,6.897222042,1,0,3,443,459,902,509,562,1071
12172,162184,1,1,12,13,0,1,1,6.872222424,0,1,3,405,484,889,442,481,923
12178,234628,0,0,23,21,1,0,0,6.847222328,0,0,3,467,506,973,651,676,1327
12179,165199,1,1,13,14,1,1,0,6.838889122,0,0,4,514,559,1073,604,653,1257
12180,165199,0,0,22,22,0,1,0,6.847222328,0,0,4,480,576,1056,604,653,1257
12185,165199,0,0,19,22,1,1,0,6.883333206,0,0,4,483,559,1042,629,601,1230
12188,216536,0,0,23,21,0,1,0,6.852777958,0,0,3,545,520,1065,629,592,1221
12191,252885,0,0,20,28,1,1,1,6.830555439,0,0,3,403,444,847,480,500,980
12192,169229,1,1,17,16,1,1,0,7.022222042,0,0,2,527,547,1074,651,592,1243
12193,252885,0,0,20,28,0,1,1,6.86944437,1,0,3,447,478,925,480,490,970
12198,253888,1,1,13,13,1,1,1,6.841666698,1,0,3,433,513,946,629,549,1178
12199,257899,0,0,25,22,1,1,0,6.844444275,0,0,3,425,444,869,514,505,1019
12202,259915,0,0,24,24,1,1,0,6.99444437,0,0,3,424,506,930,497,523,1020
12203,259915,0,1,26,14,0,1,0,6.955555439,0,0,3,407,463,870,571,567,1138
12205,261927,0,0,22,21,1,1,0,6.883333206,0,0,3,456,547,1003,604,567,1171
12206,221574,1,1,13,13,1,1,1,6.888888836,1,0,3,455,536,991,505,542,1047
12208,234628,0,0,22,21,1,0,0,6.969444275,0,0,3,448,459,907,558,553,1111
12214,130085,0,0,22,23,0,1,0,6.936110973,0,0,2,425,484,909,558,572,1130
12216,128076,0,0,24,21,1,1,0,6.944444656,0,0,2,416,468,884,482,535,1017
12217,128076,0,0,24,21,1,1,0,6.947222233,0,0,2,393,454,847,471,481,952
12221,130085,0,0,20,24,0,1,0,6.988888741,0,0,2,421,484,905,544,567,1111
12223,128076,0,0,24,21,0,1,0,6.991666794,0,0,2,428,484,912,524,526,1050
12225,130085,1,0,13,24,1,1,0,6.916666508,1,1,2,NA,444,NA,NA,NA,NA
12226,257899,0,0,25,22,1,1,0,6.911110878,0,0,3,437,463,900,553,532,1085
12227,161183,1,1,14,14,1,1,0,6.927777767,0,0,3,461,536,997,571,584,1155
12228,161176,0,0,24,26,1,1,0,6.944444656,0,0,3,416,513,929,533,553,1086
12229,161183,1,1,14,14,1,1,0,6.952777863,0,0,3,447,489,936,540,572,1112
12235,164198,1,1,13,13,1,1,1,6.927777767,0,0,3,428,520,948,516,532,1048
12236,165199,0,0,22,22,0,1,1,6.930555344,0,0,4,414,473,887,527,567,1094
12237,166203,1,0,16,24,0,1,0,6.936110973,0,0,4,437,484,921,536,510,1046
12238,166203,0,0,25,23,1,1,1,6.952777863,0,0,4,NA,NA,NA,519,493,1012
12239,165199,0,1,19,14,0,1,0,6.955555439,0,0,4,503,559,1062,579,612,1191
12240,166203,1,1,16,13,1,1,0,6.908333302,0,0,4,416,473,889,501,532,1033
12241,168211,0,0,24,29,0,1,1,6.922222137,0,0,3,416,473,889,NA,NA,NA
12242,168214,1,1,14,17,1,1,0,6.930555344,0,0,3,442,536,978,527,549,1076
12244,264945,1,1,15,17,1,1,0,6.922222137,0,0,2,451,576,1027,548,592,1140
12245,169229,0,0,24,21,0,1,0,6.925000191,0,0,2,443,520,963,469,535,1004
12247,169280,0,0,22,25,1,1,0,6.927777767,0,0,2,458,520,978,505,567,1072
12249,169280,0,0,22,25,1,1,0,6.933333397,0,0,2,468,559,1027,579,612,1191
12250,169229,1,1,16,16,1,1,0,6.933333397,0,0,2,527,547,1074,629,676,1305
12252,264945,0,0,24,27,1,1,0,6.936110973,0,0,2,456,547,1003,514,557,1071
12253,169280,0,0,21,25,0,1,0,6.941666603,0,0,2,419,439,858,451,493,944
12254,264945,0,0,22,26,0,0,1,6.941666603,0,0,2,431,500,931,463,510,973
12256,201449,1,1,14,17,1,1,0,6.947222233,0,0,3,503,559,1062,629,627,1256
12257,169229,0,0,25,22,1,1,0,6.947222233,0,0,2,450,528,978,521,549,1070
12258,169229,0,0,25,22,1,1,0,6.949999809,0,0,2,405,494,899,501,502,1003
12259,201449,0,1,21,17,0,1,0,6.949999809,0,0,3,NA,NA,NA,553,535,1088
12260,264945,0,0,23,26,1,1,0,6.955555439,0,0,2,450,520,970,544,542,1086
12261,257899,0,1,23,13,1,1,0,6.955555439,0,0,3,428,513,941,530,567,1097
12262,264945,0,0,22,26,1,1,0,6.961111069,0,0,2,448,513,961,490,545,1035
12264,262937,0,1,19,16,1,1,0,6.969444275,0,0,2,461,576,1037,564,553,1117
12265,169231,1,1,15,14,0,0,0,6.969444275,0,0,1,411,484,895,453,507,960
12266,262937,1,1,14,15,0,1,0,6.972222328,0,0,2,NA,NA,NA,651,653,1304
12267,169229,0,0,24,22,0,1,0,6.974999905,0,0,2,532,576,1108,651,612,1263
12268,264945,1,1,15,17,1,1,0,6.977777958,0,0,2,453,536,989,519,567,1086
12269,169229,1,1,17,16,1,1,0,6.980555534,0,0,2,467,520,987,604,592,1196
12271,201449,1,1,14,17,0,1,0,6.983333111,0,0,3,507,576,1083,629,592,1221
12273,264945,0,0,22,26,1,1,0,6.988888741,0,0,2,451,559,1010,571,567,1138
12274,262937,0,0,22,24,1,1,0,6.991666794,0,0,2,445,536,981,499,518,1017
12275,169219,0,1,22,17,1,1,0,6.997222424,0,0,2,451,520,971,490,584,1074
12276,169219,0,0,22,21,0,1,0,7,0,0,2,474,520,994,579,557,1136
12281,261927,0,0,22,21,1,1,0,6.961111069,0,0,3,439,478,917,507,502,1009
12282,201449,0,0,21,24,1,1,0,6.955555439,0,0,3,461,500,961,540,512,1052
12283,201449,0,0,22,26,1,1,0,6.972222328,0,0,3,422,463,885,629,567,1196
12286,201449,0,1,22,15,1,1,0,6.991666794,0,0,3,427,520,947,579,627,1206
12287,123056,1,1,17,19,1,1,0,6.927777767,0,0,3,422,473,895,451,500,951
12290,173312,0,0,22,21,0,1,0,6.936110973,0,0,3,518,506,1024,604,627,1231
12291,173312,0,0,22,22,0,1,1,6.952777863,0,0,3,492,513,1005,540,557,1097
12292,209510,1,1,14,14,1,1,0,6.952777863,0,0,3,437,468,905,516,518,1034
12294,173312,0,0,22,22,1,1,0,6.891666889,0,0,3,NA,NA,NA,475,542,1017
12296,231616,0,0,23,25,0,1,1,6.972222328,0,0,3,458,513,971,536,562,1098
12297,180344,0,0,27,20,1,0,1,6.936110973,0,0,4,433,454,887,454,458,912
12298,180344,0,0,24,20,1,1,0,6.952777863,0,0,4,428,478,906,494,526,1020
12299,180344,1,1,16,16,0,1,1,6.991666794,0,0,4,413,473,886,571,567,1138
12300,257899,0,0,25,22,1,1,0,6.861111164,1,0,3,453,494,947,564,515,1079
12301,203457,1,1,12,15,0,1,0,6.927777767,0,0,3,NA,NA,NA,629,538,1167
12303,203452,1,1,17,17,0,1,0,6.949999809,0,0,3,450,500,950,590,592,1182
12304,191411,0,0,17,21,0,1,1,6.949999809,0,0,3,465,484,949,521,505,1026
12305,191411,1,1,13,16,0,1,1,6.949999809,0,0,3,456,494,950,492,535,1027
12307,203457,0,0,16,24,0,1,0,6.972222328,0,1,3,510,513,1023,629,584,1213
12308,191411,1,1,13,16,0,1,0,6.980555534,0,0,3,458,506,964,536,523,1059
12310,189382,1,1,13,17,0,1,0,6.941666603,0,0,2,NA,NA,NA,564,567,1131
12312,189382,1,1,14,17,0,1,0,6.966666698,0,0,2,554,536,1090,629,601,1230
12313,189382,0,0,24,22,0,1,0,6.966666698,0,1,2,518,494,1012,564,535,1099
12314,189396,1,1,17,15,1,1,0,6.836111069,0,0,3,472,547,1019,590,553,1143
12320,189396,0,0,24,21,0,1,0,6.891666889,0,0,3,430,520,950,604,529,1133
12321,189382,0,0,23,22,1,1,0,6.752777576,1,0,2,410,444,854,488,497,985
12324,189382,0,0,23,22,0,1,0,6.949999809,0,0,2,472,478,950,571,562,1133
12325,191411,0,0,17,21,0,1,1,6.922222137,0,0,3,434,NA,NA,474,477,951
12326,191411,0,0,17,22,0,1,1,6.972222328,0,0,3,427,463,890,465,515,980
12327,191411,0,1,17,16,1,1,1,6.986111164,0,0,3,434,429,863,439,484,923
12328,191411,0,0,19,22,1,1,1,6.872222424,1,0,3,443,423,866,442,486,928
12330,170295,0,0,22,23,0,1,1,6.949999809,0,0,3,456,454,910,629,562,1191
12331,170295,0,0,22,23,1,1,1,6.988888741,0,0,3,428,463,891,590,584,1174
12332,159171,0,0,22,23,0,1,0,6.991666794,0,0,3,468,536,1004,487,549,1036
12333,203452,0,0,23,22,0,1,0,6.986111164,0,0,3,445,506,951,564,578,1142
12334,201449,0,0,21,24,0,1,1,6.922222137,0,0,3,472,536,1008,590,557,1147
12335,201449,0,1,22,17,0,1,1,6.922222137,0,0,3,472,536,1008,579,578,1157
12336,201449,0,0,22,25,1,1,1,6.949999809,0,0,3,424,506,930,553,553,1106
12337,201449,0,1,22,17,1,1,0,6.949999809,0,0,3,439,489,928,604,584,1188
12338,201449,0,0,22,25,1,1,0,6.972222328,0,0,3,425,463,888,571,557,1128
12339,201449,1,1,15,17,1,1,0,6.988888741,0,0,3,476,520,996,604,567,1171
12343,201449,0,1,22,17,1,0,0,6.908333302,1,0,3,439,459,898,564,542,1106
12345,203452,0,0,23,23,1,1,0,6.972222328,0,0,3,421,494,915,579,557,1136
12347,205491,0,0,22,22,0,1,0,6.936110973,0,0,2,495,602,1097,590,584,1174
12349,205491,1,1,15,17,1,1,1,6.949999809,0,0,2,437,576,1013,497,627,1124
12350,205492,1,1,16,18,1,0,1,6.952777863,0,0,2,443,489,932,483,520,1003
12353,128076,0,0,23,21,0,1,0,6.974999905,0,0,2,414,489,903,468,545,1013
12355,212522,0,0,21,26,0,1,1,7,0,0,4,434,478,912,471,507,978
12356,212522,0,0,23,27,0,1,0,7,0,0,4,478,536,1014,571,549,1120
12358,212522,0,0,22,26,1,1,0,6.922222137,0,0,4,480,536,1016,629,578,1207
12359,161176,0,0,24,26,1,1,0,6.930555344,0,0,3,418,500,918,558,557,1115
12360,205488,0,0,24,23,0,1,0,6.933333397,0,0,2,507,547,1054,590,612,1202
12363,205492,0,0,23,29,0,1,1,6.936110973,0,0,2,421,506,927,490,535,1025
12364,161176,0,0,24,26,1,1,0,6.941666603,0,0,3,450,559,1009,651,578,1229
12365,205491,1,1,15,17,1,1,0,6.941666603,0,0,2,510,520,1030,590,578,1168
12367,203452,1,1,17,17,1,1,1,6.961111069,0,1,3,443,513,956,524,562,1086
12368,212522,0,0,21,26,0,1,1,6.977777958,0,0,4,428,500,928,521,538,1059
12369,234628,0,0,24,21,0,1,0,6.986111164,0,0,3,532,513,1045,651,676,1327
12372,203452,0,0,19,22,1,1,1,6.877777576,0,0,3,358,384,742,NA,497,NA
12373,208501,1,1,15,17,1,1,1,6.933333397,0,0,3,398,418,816,495,526,1021
12375,208503,1,1,14,13,1,1,1,6.955555439,0,0,3,416,494,910,524,545,1069
12376,208501,0,0,22,24,1,1,0,6.980555534,0,0,3,414,463,877,516,512,1028
12377,208503,0,0,23,20,1,1,1,6.988888741,0,0,3,411,463,874,540,572,1112
12380,208501,0,0,22,23,1,1,0,6.952777863,0,0,3,428,489,917,527,549,1076
12382,208501,0,0,22,23,0,1,0,6.983333111,0,0,3,456,513,969,590,578,1168
12383,208503,0,0,23,20,1,1,0,6.986111164,0,0,3,403,473,876,579,553,1132
12385,209510,1,1,14,14,1,1,0,6.919444561,0,0,3,427,473,900,590,520,1110
12386,230612,0,0,22,23,0,1,0,6.963889122,0,0,3,427,468,895,454,500,954
12387,209510,0,0,24,25,1,1,0,6.991666794,0,0,3,448,520,968,629,553,1182
12388,221571,0,0,23,22,0,0,1,6.916666508,1,0,3,398,405,803,NA,444,NA
12390,212522,1,1,12,16,1,0,1,6.966666698,0,0,4,440,484,924,488,468,956
12391,193423,1,1,16,15,0,1,0,6.919444561,0,0,3,NA,NA,NA,651,601,1252
12392,193423,0,0,22,21,0,0,1,6.925000191,0,0,3,427,513,940,530,505,1035
12393,215533,0,0,23,23,0,1,0,6.925000191,0,0,3,507,602,1109,579,592,1171
12395,215533,0,0,23,23,1,1,0,6.958333492,0,0,3,443,520,963,544,529,1073
12396,215533,0,0,24,23,1,1,0,6.961111069,0,0,3,460,528,988,571,627,1198
12398,193422,0,0,22,26,1,0,1,6.980555534,0,0,3,478,484,962,530,490,1020
12399,193422,0,0,20,26,0,1,0,6.986111164,0,0,3,427,468,895,475,470,945
12401,193423,0,0,22,22,0,1,1,6.99444437,0,0,3,419,547,966,495,549,1044
12402,215533,0,0,23,23,1,1,1,6.836111069,0,0,3,431,559,990,544,653,1197
12403,193423,0,0,24,21,1,1,1,6.838889122,0,0,3,422,473,895,NA,474,NA
12405,215533,0,0,24,22,1,0,1,6.841666698,0,0,3,428,513,941,564,567,1131
12407,215533,0,0,24,23,1,1,0,6.905555725,0,0,3,468,576,1044,590,592,1182
12409,159171,1,1,17,16,1,1,0,6.922222137,0,0,3,470,576,1046,544,601,1145
12410,215533,1,1,17,16,0,1,1,6.930555344,0,0,3,467,559,1026,571,567,1138
12411,215533,1,1,17,16,0,1,1,6.930555344,0,0,3,463,536,999,590,553,1143
12412,230612,0,0,23,23,0,1,0,6.933333397,0,0,3,495,576,1071,604,592,1196
12413,193423,1,1,16,15,0,1,0,6.933333397,0,0,3,439,602,1041,558,538,1096
12414,159171,1,1,16,15,0,1,1,6.936110973,0,0,3,480,528,1008,604,627,1231
12415,159171,1,1,16,15,0,1,0,6.936110973,0,0,3,485,528,1013,579,578,1157
12416,193422,1,1,16,18,1,1,0,6.941666603,0,0,3,453,506,959,512,553,1065
12417,159171,0,0,24,26,1,0,1,6.944444656,0,0,3,470,484,954,514,529,1043
12418,193423,1,1,16,14,1,1,1,6.947222233,0,0,3,421,506,927,430,425,855
12419,215533,0,0,24,23,0,1,0,6.947222233,0,0,3,474,626,1100,590,627,1217
12420,193423,0,0,22,19,0,1,0,6.949999809,0,0,3,468,559,1027,590,627,1217
12421,159171,0,0,24,23,1,1,0,6.952777863,0,0,3,427,520,947,456,562,1018
12422,170295,0,0,22,23,0,1,0,6.966666698,0,0,3,487,576,1063,629,627,1256
12423,159171,0,0,27,23,0,1,0,6.969444275,0,0,3,433,468,901,507,542,1049
12424,170295,0,0,22,23,1,1,1,6.972222328,0,0,3,447,520,967,490,584,1074
12425,193422,0,0,22,25,1,1,0,6.977777958,0,0,3,467,536,1003,548,567,1115
12426,159171,0,0,27,26,1,1,1,6.983333111,0,0,3,490,489,979,579,572,1151
12429,215533,1,1,14,15,1,1,0,6.99444437,0,0,3,421,506,927,492,523,1015
12431,215533,0,0,23,23,0,1,0,6.905555725,0,0,3,483,559,1042,544,545,1089
12432,170295,0,0,22,22,0,1,0,6.911110878,0,0,3,514,626,1140,629,653,1282
12433,170295,0,0,22,23,1,1,0,6.911110878,0,0,3,434,500,934,497,572,1069
12434,221574,0,0,19,22,0,1,0,6.930555344,0,0,3,442,500,942,519,553,1072
12436,221571,0,0,23,22,1,1,0,7,0,0,3,440,444,884,544,562,1106
12437,259915,0,1,24,14,0,1,0,6.963889122,0,0,3,422,500,922,514,584,1098
12438,221571,0,0,21,21,1,1,0,6.974999905,0,0,3,393,429,822,462,542,1004
12439,221571,0,0,21,23,1,0,0,6.980555534,0,0,3,391,423,814,423,463,886
12443,225585,0,0,21,26,1,1,0,6.952777863,0,0,3,461,536,997,571,567,1138
12444,228606,1,1,16,14,0,1,0,6.925000191,0,0,3,456,528,984,553,601,1154
12445,173312,0,0,22,22,1,1,1,7,0,0,3,467,478,945,492,549,1041
12447,228606,0,0,25,22,1,1,0,6.938889027,0,0,3,476,494,970,651,578,1229
12448,228606,0,0,24,22,0,0,0,6.944444656,0,0,3,411,494,905,544,549,1093
12449,228606,0,0,25,20,1,1,0,6.977777958,0,0,3,421,528,949,533,562,1095
12450,162184,0,0,19,21,0,1,1,6.938889027,0,0,3,451,468,919,604,523,1127
12451,231616,1,1,14,15,0,1,1,6.991666794,0,0,3,428,536,964,503,562,1065
12452,231616,0,0,23,25,0,1,0,6.997222424,0,0,3,430,484,914,536,529,1065
12453,193422,1,1,16,18,0,0,1,6.938889027,0,0,3,395,405,800,441,444,885
12454,230612,1,1,16,15,1,1,1,6.872222424,0,0,3,439,494,933,501,553,1054
12455,261927,0,0,23,21,0,1,0,6.919444561,0,0,3,422,478,900,533,520,1053
12457,261927,0,0,22,21,1,1,0,6.927777767,0,0,3,458,602,1060,629,572,1201
12459,261927,0,0,23,21,0,1,0,6.958333492,0,0,3,424,484,908,512,529,1041
12460,261927,0,1,23,17,0,1,0,4.958333492,0,0,3,554,626,1180,629,584,1213
12461,231616,0,0,21,21,1,1,1,6.883333206,0,0,3,434,489,923,579,557,1136
12462,261927,0,0,22,21,1,1,0,6.908333302,0,0,3,458,559,1017,571,535,1106
12464,234628,0,0,24,21,1,1,0,6.872222424,0,0,3,461,528,989,536,562,1098
12465,221571,1,1,16,15,0,1,0,6.922222137,0,0,3,483,559,1042,590,612,1202
12468,244755,0,0,20,21,0,0,1,6.938889027,0,0,1,439,500,939,558,567,1125
12472,244774,0,0,26,26,0,0,1,6.961111069,0,0,1,411,423,834,459,461,920
12474,244780,0,0,23,25,0,0,0,6.969444275,0,0,1,427,494,921,469,486,955
12475,244736,0,0,19,22,0,0,1,6.977777958,0,0,1,448,506,954,448,515,963
12476,244799,1,0,14,19,0,0,0,5.980555534,0,0,2,442,494,936,530,538,1068
12477,244776,0,0,24,22,1,0,1,6.983333111,0,0,1,430,463,893,NA,465,NA
12479,244801,0,0,24,24,0,0,1,6.983333111,0,0,2,442,559,1001,553,523,1076
12484,244736,0,0,21,24,1,0,1,6.986111164,0,0,1,450,576,1026,475,520,995
12485,244806,0,0,25,22,1,0,1,6.991666794,0,0,1,483,520,1003,482,481,963
12486,244801,0,0,24,25,0,0,1,6.991666794,0,0,2,483,576,1059,530,523,1053
12489,244708,0,0,24,24,1,0,1,6.991666794,0,0,1,NA,NA,NA,480,493,973
12494,257899,0,0,25,22,1,1,0,6.911110878,1,0,3,458,494,952,519,562,1081
12495,216536,1,1,17,14,1,1,0,6.955555439,0,0,3,425,484,909,558,557,1115
12496,216536,0,0,23,21,1,1,0,6.930555344,0,0,3,474,576,1050,558,592,1150
12498,216536,0,0,24,24,0,1,0,6.958333492,0,0,3,467,576,1043,604,578,1182
12499,216536,0,0,24,23,0,1,0,6.974999905,0,0,3,428,536,964,548,584,1132
12500,216536,0,0,22,23,1,1,0,6.980555534,0,0,3,427,547,974,530,553,1083
12501,216536,0,0,24,21,0,1,0,6.99444437,0,0,3,455,520,975,571,545,1116
12503,257899,1,1,16,13,0,1,1,6.919444561,0,0,3,421,468,889,564,545,1109
12504,257899,1,1,16,13,1,1,1,6.919444561,0,0,3,413,459,872,505,518,1023
12506,257905,0,0,21,22,1,1,0,6.933333397,0,0,4,460,494,954,494,562,1056
12508,257899,0,0,24,22,0,1,0,6.958333492,0,0,3,419,500,919,475,529,1004
12509,257905,1,1,13,15,1,1,0,6.958333492,0,0,4,458,520,978,553,535,1088
12510,257899,0,0,24,22,0,1,1,6.958333492,0,0,3,421,463,884,501,515,1016
12511,257905,0,0,22,23,1,1,0,6.961111069,0,0,4,NA,NA,NA,571,584,1155
12513,257905,0,0,22,23,0,1,0,6.966666698,0,0,4,460,528,988,604,578,1182
12514,257905,0,0,21,22,1,1,0,6.974999905,0,0,4,408,423,831,442,463,905
12515,253888,1,1,13,13,0,1,1,6.974999905,0,0,3,474,547,1021,564,578,1142
